cluster 1	cluster 2	cluster 3	cluster 4	cluster 5	cluster 6	cluster 7	cluster 8	cluster 9	cluster 10	cluster 11	cluster 12	cluster 13	cluster 14	cluster 15	cluster 16	cluster 17	cluster 18	cluster 19	cluster 20	cluster 21	cluster 22	cluster 23	cluster 24	cluster 25	cluster 26	cluster 27	cluster 28	cluster 29	cluster 30	cluster 31	cluster 32
cellular response to vitamin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.80544847814361	0	0	0	0	0	0	0	0	0
myeloid cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.80083156299086	0	0	0	0	0	0	0	0	0
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7568763927659	0	0	0	0	0	0	0	0	0
regulation of pri-miRNA transcription from RNA polymerase II promoter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7568763927659	0	0	0	0	0	0	0	0	0
muscle cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75604645233756	0	0	0	4	0	0	0	0	0
regulation of collagen biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75210436072399	0	0	0	0	0	0	0	0	0
embryonic hindlimb morphogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75210436072399	0	0	0	0	0	0	0	0	0
keratinocyte proliferation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57081040987136	0	0	0	0	0	0	0	0	0
regulation of myeloid cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54470220589097	0	0	0	0	0	0	0	0	0
positive regulation of wound healing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43862036030197	0	0	0	0	0	0	0	0	0
face development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42673737748772	0	0	0	0	0	0	0	0	0
smooth muscle cell migration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29958779943257	0	1.82771258628429	0	0	0	0	0	0	0
epidermis development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.051419040463	0	0	0	2.51602700363859	0	1.71811317083225	0	0	0
regulation of translational initiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0442955867011	0	0	0	0	0	0	0	0	0
neural tube closure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03416861097595	0	0	0	0	0	0	0	0	0
negative regulation of epithelial cell proliferation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84964258639015	0	0	0	0	0	0	0	0	0
regulation of plasminogen activation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70215650557889	0	0	0	0	0	0	0	0	0
regulation of apoptotic process involved in morphogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70215650557889	0	0	0	0	0	0	0	0	0
regulation of apoptotic process involved in development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70215650557889	0	0	0	0	0	0	0	0	0
positive regulation of interleukin-5 production	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69164087187966	0	0	0	0	0	0	0	0	0
sodium ion export from cell	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69164087187966	0	0	0	0	0	0	0	0	0
negative regulation of glycolytic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69164087187966	0	0	0	0	0	0	0	0	0
negative regulation of cofactor metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69164087187966	0	0	0	0	0	0	0	0	0
negative regulation of coenzyme metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69164087187966	0	0	0	0	0	0	0	0	0
nucleoside transmembrane transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69164087187966	0	0	0	0	0	0	0	0	0
negative regulation of cell growth	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67961462207413	0	0	0	0	0	0	0	0	0
cellular potassium ion homeostasis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67961462207413	0	0	0	0	0	0	0	0	0
regulation of T-helper 2 cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67961462207413	0	0	0	0	0	1.74849739654875	0	0	0
positive regulation of gluconeogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67961462207413	0	0	0	0	0	0	0	0	0
membrane hyperpolarization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67961462207413	0	2.7653373236479	0	0	0	0	0	0	0
response to glucose	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66772468197615	0	0	0	0	0	0	0	0	0
establishment or maintenance of transmembrane electrochemical gradient	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66772468197615	0	0	0	0	0	0	0	0	0
positive regulation of keratinocyte differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66772468197615	0	0	0	0	0	0	0	0	0
positive regulation of type 2 immune response	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63310069509326	0	0	0	0	0	0	0	0	0
positive regulation of striated muscle contraction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63310069509326	0	0	0	0	0	0	0	0	0
enamel mineralization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63310069509326	0	0	0	0	0	0	0	0	0
positive regulation of monocyte chemotaxis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63310069509326	0	0	0	0	0	0	0	0	0
regulation of systemic arterial blood pressure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0
MyD88-dependent toll-like receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19797028297206	0	0	0	0	0	0	0	0
synaptic transmission, GABAergic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18190083364535	0	0	0	0	0	0	0	0
response to testosterone	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16589165564769	0	0	0	0	0	0	0	0
negative regulation of sequestering of calcium ion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06813114533681	0	0	0	0	0	0	0	0
negative regulation of catecholamine secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75042814227187	0	0	0	0	0	0	0	0
positive regulation of interferon-gamma biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75042814227187	0	0	0	0	0	0	0	0
type I interferon biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75042814227187	0	0	0	0	0	0	0	0
regulation of interleukin-8 biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75042814227187	0	0	0	0	0	0	0	0
positive regulation of interferon-alpha production	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64639877519412	0	0	0	0	0	0	0	0
microglial cell activation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57422292816468	0	0	0	0	0	0	0	0
female genitalia development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57422292816468	0	0	0	0	0	0	0	0
interferon-alpha production	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50712129236572	0	0	0	0	0	0	0	0
acute inflammatory response to antigenic stimulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39470992006924	0	0	0	0	0	0	0	0
circadian sleep/wake cycle, sleep	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33707059875294	0	0	0	0	0	0	0	0
interferon-gamma production	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.23133758904777	0	0	0	0	0	0	0	3.12539226489902
cardiac ventricle development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07924932538581	0	0	0	0	0	0	0	0
regulation of protein ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07229658873385	0	0	0	0	0	0	0	0
endocrine system development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99265729623953	0	0	0	0	2.95025692299714	0	0	0
glial cell migration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95524612232644	0	0	0	0	0	0	0	0
long-term synaptic potentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83598581612761	0	0	0	0	0	0	0	0
negative regulation of autophagy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71753690534039	0	0	0	0	0	0	0	0
peptidyl-proline modification	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71753690534039	0	0	0	0	0	0	0	0
maternal placenta development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.41925341406109	0	0	0	0	0	0	0
intestinal absorption	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33506063703585	0	0	0	0	0	0	0
macrophage derived foam cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.29697036075618	0	0	0	0	0	0	0
foam cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.29697036075618	0	0	0	0	0	0	0
purine ribonucleotide biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.10799136702071	0	0	0	0	0	0	0
arachidonic acid metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00899706593109	0	0	0	0	0	0	0
cellular response to nutrient levels	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81427310807891	0	0	0	0	0	0	0
morphogenesis of a branching epithelium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.68313795154435	0	0	0	0	0	0	0
cholesterol storage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63611027846547	0	0	0	0	0	0	0
peroxisome proliferator activated receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50619863850292	0	0	0	0	0	0	0
glucose transmembrane transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49192982401014	0	0	0	0	0	0	0
fibrinolysis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25591608427025	0	0	0	0	0	0	0
gland morphogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20296874422201	0	0	0	0	0	0	0
response to vitamin D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15204142696788	0	0	0	0	0	0	0
plasma lipoprotein particle organization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.11768426713759	0	0	0	0	0	0	0
protein-lipid complex subunit organization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09379630179808	0	0	0	0	0	0	0
regulation of glycoprotein biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08477089273196	0	0	0	0	0	0	0
developmental pigmentation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96205324586015	0	0	0	0	0	0	0
negative regulation of calcium ion transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96205324586015	0	0	0	0	0	0	0
regulation of plasma lipoprotein particle levels	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84483674015605	0	0	0	0	0	0	0
negative regulation of wound healing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81190454207712	0	0	0	0	0	0	0
regulation of organ morphogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61810862232144	0	0	0	0	0	0	0
regulation of intracellular pH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58716643342607	0	0	0	0	0	0	0
phenol-containing compound metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55273661513914	0	0	0	0	0	0	0
pigmentation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54550061790816	0	0	0	0	0	0	0
response to histamine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0
associative learning	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
saliva secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0
positive regulation of epidermal growth factor-activated receptor activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0
innervation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.17328455868754	0	0	0	3.38859335108354	0	0
central nervous system neuron development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97735328315494	0	0	0	0	0	0
cochlea development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53042219176174	0	0	0	2.73433656482665	0	0
adenohypophysis development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33445773329562	0	0	0	0	0	0
inhibitory postsynaptic potential	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33445773329562	0	0	0	0	0	0
protein autophosphorylation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
phosphatidylinositol-mediated signaling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
phospholipid metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
phosphatidylinositol phosphorylation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
positive regulation of cell projection organization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
vascular endothelial growth factor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
positive regulation of neuron projection development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ameboidal-type cell migration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
gland development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
leukocyte differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
regulation of actin cytoskeleton reorganization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
positive regulation of cell adhesion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
actin cytoskeleton reorganization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
immune response-regulating cell surface receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4
regulation of cell morphogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
axonogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
T cell activation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
T cell aggregation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
regulation of developmental growth	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
response to platelet-derived growth factor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
regulation of vesicle-mediated transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
regulation of actin filament-based process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
positive regulation of fibroblast proliferation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
regulation of chemotaxis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
negative regulation of endothelial cell apoptotic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
regulation of cell activation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1.98204533426281	0	0	0
regulation of tissue remodeling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
regulation of vascular permeability	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
regulation of cardiac muscle cell proliferation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
regulation of production of small RNA involved in gene silencing by RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
T cell costimulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
positive regulation of cellular component biogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
striated muscle tissue development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
positive regulation of gene silencing by miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
positive regulation of posttranscriptional gene silencing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
endothelial cell apoptotic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
leukocyte proliferation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
regulation of focal adhesion assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
regulation of cell-substrate junction assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
regulation of adherens junction organization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
regulation of early endosome to late endosome transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
cell-substrate adhesion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.96317306310035	0	0	0	0	0
somatic stem cell division	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.91491374332707	0	0	0	0	0
mitochondrial depolarization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.91491374332707	0	0	0	0	0
homeostasis of number of cells	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.81804641323726	0	1.74849739654875	0	0	0
regulation of cellular response to growth factor stimulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.76507796465179	0	0	0	0	0
focal adhesion assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75202747702263	0	0	0	0	0
positive regulation of mesenchymal cell proliferation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.64547102282583	0	1.69999683703934	0	0	0
regulation of defense response to virus by virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.61100993136114	0	0	0	0	0
positive regulation of establishment of protein localization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.54251308381095	0	0	0	0	0
substrate adhesion-dependent cell spreading	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.52061896532391	0	0	0	0	0
regulation of bone resorption	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.40055025184299	0	0	0	0	0
early endosome to late endosome transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.36908580534199	0	0	0	0	0
vesicle-mediated transport between endosomal compartments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.28139889270834	0	0	0	0	0
regulation of immune effector process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13111836723775	0	0	0	0	0
response to reactive oxygen species	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06957345789328	0	0	0	0	0
developmental growth involved in morphogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06957345789328	0	0	0	0	0
mesenchymal cell proliferation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06744725022397	0	0	0	0	0
regulation of muscle tissue development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05581902886845	0	0	0	0	0
positive regulation of protein localization to nucleus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96048400599437	0	1.98204533426281	0	0	0
negative regulation of protein ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.91715378351061	0	0	0	0	0
cell adhesion mediated by integrin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.91239186213656	0	0	0	0	0
chondrocyte proliferation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8458650505554	0	0	0	0	0
regulation of podosome assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8458650505554	0	0	0	0	0
Golgi inheritance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.79877543695986	0	0	0	0	0
JAK-STAT cascade involved in growth hormone signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.79877543695986	0	0	0	0	0
regulation of response to wounding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7733135026325	0	0	0	0	0
regulation of cell growth	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75862288742164	0	0	0	0	0
myeloid cell activation involved in immune response	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66785959199322	0	0	0	0	0
cardiac myofibril assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65936840960753	0	0	0	0	0
sensory perception of mechanical stimulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65731737224956	0	0	0	0	1.76815018164251
somatic stem cell population maintenance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65486012426985	0	0	0	0	0
positive regulation of synaptic transmission, glutamatergic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62332620889586	0	0	0	0	0
myeloid leukocyte mediated immunity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60167883307228	0	0	0	0	0
